,composition,elements,label,for_test
mp-1023942,"{'Te': 4.0, 'W': 2.0}","('Te', 'W')",OTHERS,True
mp-761063,"{'Li': 6.0, 'Fe': 2.0, 'Ni': 6.0, 'O': 16.0}","('Fe', 'Li', 'Ni', 'O')",OTHERS,True
mp-1036224,"{'Mg': 14.0, 'Mn': 1.0, 'Sn': 1.0, 'O': 16.0}","('Mg', 'Mn', 'O', 'Sn')",OTHERS,True
mp-1188434,"{'Y': 10.0, 'Tl': 6.0}","('Tl', 'Y')",OTHERS,True
mp-961650,"{'Al': 1.0, 'V': 1.0, 'Ni': 1.0}","('Al', 'Ni', 'V')",OTHERS,True
mp-1185128,"{'La': 6.0, 'Hf': 2.0}","('Hf', 'La')",OTHERS,True
mp-780086,"{'Li': 8.0, 'Mn': 1.0, 'O': 4.0, 'F': 2.0}","('F', 'Li', 'Mn', 'O')",OTHERS,True
mp-1100580,"{'Li': 9.0, 'Mn': 7.0, 'O': 16.0}","('Li', 'Mn', 'O')",OTHERS,True
mp-1201749,"{'Sr': 16.0, 'As': 16.0, 'O': 56.0}","('As', 'O', 'Sr')",OTHERS,True
mp-703370,"{'Ca': 13.0, 'Si': 10.0, 'H': 12.0, 'O': 34.0, 'F': 10.0}","('Ca', 'F', 'H', 'O', 'Si')",OTHERS,True
mp-865757,"{'Yb': 1.0, 'Ga': 1.0, 'Rh': 2.0}","('Ga', 'Rh', 'Yb')",OTHERS,True
mp-862319,"{'Ac': 2.0, 'Cd': 1.0, 'Sn': 1.0}","('Ac', 'Cd', 'Sn')",OTHERS,True
mp-1178498,"{'Cd': 2.0, 'Co': 4.0, 'O': 8.0}","('Cd', 'Co', 'O')",OTHERS,True
mp-24123,"{'H': 12.0, 'B': 12.0, 'Rb': 2.0}","('B', 'H', 'Rb')",OTHERS,True
mp-758074,"{'Li': 4.0, 'V': 4.0, 'P': 4.0, 'O': 20.0}","('Li', 'O', 'P', 'V')",OTHERS,True
mp-761579,"{'Fe': 2.0, 'Co': 6.0, 'O': 16.0}","('Co', 'Fe', 'O')",OTHERS,True
mp-778885,"{'Li': 10.0, 'Mn': 3.0, 'Cr': 2.0, 'Ni': 3.0, 'O': 16.0}","('Cr', 'Li', 'Mn', 'Ni', 'O')",OTHERS,True
mp-24110,"{'H': 18.0, 'N': 6.0, 'O': 8.0, 'Cl': 4.0, 'Ru': 1.0, 'Cs': 1.0}","('Cl', 'Cs', 'H', 'N', 'O', 'Ru')",OTHERS,True
mp-775136,"{'Li': 4.0, 'Cr': 3.0, 'Co': 3.0, 'Te': 2.0, 'O': 16.0}","('Co', 'Cr', 'Li', 'O', 'Te')",OTHERS,True
mp-1069346,"{'Pr': 1.0, 'V': 1.0, 'O': 3.0}","('O', 'Pr', 'V')",OTHERS,True
mp-1209336,"{'Pr': 8.0, 'Sn': 12.0}","('Pr', 'Sn')",OTHERS,True
mp-1106064,"{'Ho': 4.0, 'Ga': 12.0, 'Ni': 1.0}","('Ga', 'Ho', 'Ni')",OTHERS,True
mp-559557,"{'Cs': 4.0, 'Na': 4.0, 'B': 20.0, 'O': 34.0}","('B', 'Cs', 'Na', 'O')",OTHERS,True
mp-1227976,"{'Ba': 6.0, 'Br': 2.0, 'N': 3.0, 'Cl': 1.0}","('Ba', 'Br', 'Cl', 'N')",OTHERS,True
mp-569472,"{'Gd': 4.0, 'Al': 18.0, 'Ir': 6.0}","('Al', 'Gd', 'Ir')",OTHERS,True
mp-22383,"{'Si': 2.0, 'Co': 2.0, 'Pu': 1.0}","('Co', 'Pu', 'Si')",OTHERS,True
mp-541312,"{'Ge': 3.0, 'Te': 6.0, 'As': 2.0}","('As', 'Ge', 'Te')",OTHERS,True
mp-56,{'Ba': 2.0},"('Ba',)",OTHERS,True
mp-759124,"{'Li': 6.0, 'Co': 4.0, 'Si': 4.0, 'O': 16.0}","('Co', 'Li', 'O', 'Si')",OTHERS,True
mp-1204519,"{'Al': 8.0, 'P': 4.0, 'O': 32.0}","('Al', 'O', 'P')",OTHERS,True
mp-1176039,"{'Li': 9.0, 'Mn': 2.0, 'Co': 5.0, 'O': 16.0}","('Co', 'Li', 'Mn', 'O')",OTHERS,True
mp-1111297,"{'K': 3.0, 'Y': 1.0, 'F': 6.0}","('F', 'K', 'Y')",OTHERS,True
mp-14704,"{'Li': 24.0, 'B': 12.0, 'O': 36.0, 'Y': 4.0}","('B', 'Li', 'O', 'Y')",OTHERS,True
mp-738615,"{'Hg': 4.0, 'H': 12.0, 'C': 4.0, 'S': 4.0, 'O': 12.0}","('C', 'H', 'Hg', 'O', 'S')",OTHERS,True
mp-771303,"{'Li': 4.0, 'Mn': 4.0, 'B': 8.0, 'O': 20.0}","('B', 'Li', 'Mn', 'O')",OTHERS,True
mp-775861,"{'Zr': 16.0, 'N': 16.0, 'O': 8.0}","('N', 'O', 'Zr')",OTHERS,True
mp-758129,"{'Li': 4.0, 'Mn': 2.0, 'Cr': 3.0, 'Co': 3.0, 'O': 16.0}","('Co', 'Cr', 'Li', 'Mn', 'O')",OTHERS,True
mp-1003322,"{'Ca': 2.0, 'Mn': 2.0, 'O': 4.0}","('Ca', 'Mn', 'O')",OTHERS,True
mp-1203536,"{'Ho': 20.0, 'Co': 24.0, 'Sn': 72.0}","('Co', 'Ho', 'Sn')",OTHERS,True
mp-558301,"{'Si': 16.0, 'O': 32.0}","('O', 'Si')",OTHERS,True
mvc-14231,"{'Ca': 2.0, 'Fe': 2.0, 'F': 8.0}","('Ca', 'F', 'Fe')",OTHERS,True
mp-2294,"{'Al': 6.0, 'Ir': 2.0}","('Al', 'Ir')",OTHERS,True
mp-776437,"{'La': 4.0, 'Ta': 8.0, 'N': 4.0, 'O': 20.0}","('La', 'N', 'O', 'Ta')",OTHERS,True
mp-1191365,"{'Gd': 8.0, 'P': 8.0, 'S': 8.0}","('Gd', 'P', 'S')",OTHERS,True
mp-758077,"{'Li': 2.0, 'Fe': 16.0, 'O': 24.0}","('Fe', 'Li', 'O')",OTHERS,True
mp-979940,"{'Yb': 3.0, 'Zr': 1.0}","('Yb', 'Zr')",OTHERS,True
mp-2124,"{'Sb': 6.0, 'Ho': 8.0}","('Ho', 'Sb')",OTHERS,True
mp-556155,"{'Zn': 20.0, 'S': 20.0}","('S', 'Zn')",OTHERS,True
mp-779108,"{'Be': 16.0, 'P': 16.0, 'O': 56.0}","('Be', 'O', 'P')",OTHERS,True
mp-753503,"{'Li': 2.0, 'Mn': 4.0, 'F': 14.0}","('F', 'Li', 'Mn')",OTHERS,True
mp-559417,"{'La': 2.0, 'B': 4.0, 'Cl': 2.0, 'O': 8.0}","('B', 'Cl', 'La', 'O')",OTHERS,True
mp-680400,"{'K': 12.0, 'Ta': 8.0, 'S': 44.0}","('K', 'S', 'Ta')",OTHERS,True
mp-1227917,"{'Ba': 1.0, 'La': 2.0, 'Fe': 2.0, 'O': 7.0}","('Ba', 'Fe', 'La', 'O')",OTHERS,True
mp-1077112,"{'Eu': 2.0, 'Zn': 2.0, 'Ge': 2.0}","('Eu', 'Ge', 'Zn')",OTHERS,True
mp-1073061,"{'Mg': 8.0, 'Si': 12.0}","('Mg', 'Si')",OTHERS,True
mp-752643,"{'Na': 2.0, 'Ti': 4.0, 'O': 8.0}","('Na', 'O', 'Ti')",OTHERS,True
mvc-11563,"{'Ca': 2.0, 'V': 4.0, 'O': 8.0}","('Ca', 'O', 'V')",OTHERS,True
mp-1220094,"{'Nd': 1.0, 'Sm': 1.0, 'Fe': 17.0, 'N': 3.0}","('Fe', 'N', 'Nd', 'Sm')",OTHERS,True
mp-1100344,"{'Ca': 8.0, 'Sn': 8.0, 'S': 24.0}","('Ca', 'S', 'Sn')",OTHERS,True
mp-1184208,"{'Er': 1.0, 'Tl': 1.0, 'Rh': 2.0}","('Er', 'Rh', 'Tl')",OTHERS,True
mp-1246527,"{'Mn': 4.0, 'S': 3.0, 'N': 2.0}","('Mn', 'N', 'S')",OTHERS,True
mp-540915,"{'Eu': 6.0, 'O': 8.0, 'Br': 2.0}","('Br', 'Eu', 'O')",OTHERS,True
mp-560563,"{'K': 6.0, 'Pd': 4.0, 'O': 8.0}","('K', 'O', 'Pd')",OTHERS,True
mp-558250,"{'Mo': 4.0, 'H': 8.0, 'C': 8.0, 'O': 16.0}","('C', 'H', 'Mo', 'O')",OTHERS,True
mp-1100166,"{'Y': 1.0, 'Mg': 3.0}","('Mg', 'Y')",OTHERS,True
mp-1198990,"{'Na': 8.0, 'Pr': 4.0, 'Ge': 4.0, 'O': 20.0}","('Ge', 'Na', 'O', 'Pr')",OTHERS,True
mp-780171,"{'Hg': 4.0, 'H': 40.0, 'N': 8.0, 'Cl': 16.0, 'O': 4.0}","('Cl', 'H', 'Hg', 'N', 'O')",OTHERS,True
mp-23443,"{'Mn': 4.0, 'I': 12.0, 'Tl': 4.0}","('I', 'Mn', 'Tl')",OTHERS,True
mp-1223876,"{'K': 2.0, 'Th': 1.0, 'F': 6.0}","('F', 'K', 'Th')",OTHERS,True
mp-1209305,"{'Rb': 3.0, 'Yb': 1.0, 'P': 2.0, 'O': 8.0}","('O', 'P', 'Rb', 'Yb')",OTHERS,True
mp-768754,"{'Li': 4.0, 'Bi': 8.0, 'S': 12.0, 'O': 48.0}","('Bi', 'Li', 'O', 'S')",OTHERS,True
mp-680674,"{'Cs': 6.0, 'Bi': 4.0, 'Br': 18.0}","('Bi', 'Br', 'Cs')",OTHERS,True
mp-1246838,"{'V': 4.0, 'Co': 6.0, 'N': 8.0}","('Co', 'N', 'V')",OTHERS,True
mp-1100156,"{'Rb': 1.0, 'Mg': 6.0, 'Sb': 1.0}","('Mg', 'Rb', 'Sb')",OTHERS,True
mp-1247033,"{'Mg': 2.0, 'Ti': 3.0, 'Ga': 1.0, 'S': 8.0}","('Ga', 'Mg', 'S', 'Ti')",OTHERS,True
mp-1218551,"{'Sr': 3.0, 'Y': 2.0, 'Fe': 1.0, 'Cu': 3.0, 'Bi': 1.0, 'O': 12.0}","('Bi', 'Cu', 'Fe', 'O', 'Sr', 'Y')",OTHERS,True
mp-1216284,"{'V': 1.0, 'Re': 1.0, 'O': 4.0}","('O', 'Re', 'V')",OTHERS,True
mvc-13322,"{'Sr': 4.0, 'Y': 4.0, 'Mn': 4.0, 'O': 14.0}","('Mn', 'O', 'Sr', 'Y')",OTHERS,True
mp-17770,"{'O': 24.0, 'P': 8.0, 'Cs': 2.0, 'Pr': 2.0}","('Cs', 'O', 'P', 'Pr')",OTHERS,True
mp-17542,"{'O': 24.0, 'P': 4.0, 'Mo': 4.0, 'Tl': 4.0}","('Mo', 'O', 'P', 'Tl')",OTHERS,True
mp-1217298,"{'Th': 5.0, 'C': 1.0}","('C', 'Th')",OTHERS,True
mp-1001917,"{'Ho': 1.0, 'As': 1.0}","('As', 'Ho')",OTHERS,True
mp-849665,"{'Mn': 12.0, 'O': 4.0, 'F': 32.0}","('F', 'Mn', 'O')",OTHERS,True
mp-651688,"{'Si': 8.0, 'Ag': 20.0, 'O': 26.0}","('Ag', 'O', 'Si')",OTHERS,True
mp-1214757,"{'Ba': 2.0, 'Ca': 1.0, 'Sm': 2.0, 'Ti': 3.0, 'Cu': 2.0, 'O': 14.0}","('Ba', 'Ca', 'Cu', 'O', 'Sm', 'Ti')",OTHERS,True
mp-640051,"{'Pu': 4.0, 'Ni': 4.0, 'Sn': 2.0}","('Ni', 'Pu', 'Sn')",OTHERS,True
mp-760107,"{'V': 28.0, 'O': 24.0, 'F': 36.0}","('F', 'O', 'V')",OTHERS,True
mp-1245615,"{'Nb': 2.0, 'Te': 2.0, 'N': 2.0}","('N', 'Nb', 'Te')",OTHERS,True
mp-1101620,"{'Dy': 6.0, 'Nb': 2.0, 'O': 14.0}","('Dy', 'Nb', 'O')",OTHERS,True
mp-1190414,"{'Yb': 7.0, 'In': 1.0, 'Ni': 4.0, 'Ge': 12.0}","('Ge', 'In', 'Ni', 'Yb')",OTHERS,True
mp-1174208,"{'Li': 6.0, 'Mn': 2.0, 'Co': 2.0, 'O': 10.0}","('Co', 'Li', 'Mn', 'O')",OTHERS,True
mp-1245525,"{'Ge': 4.0, 'Pb': 4.0, 'N': 8.0}","('Ge', 'N', 'Pb')",OTHERS,True
mp-546142,"{'O': 4.0, 'U': 1.0, 'Na': 2.0}","('Na', 'O', 'U')",OTHERS,True
mp-27837,"{'Na': 1.0, 'H': 1.0, 'F': 2.0}","('F', 'H', 'Na')",OTHERS,True
mp-760093,"{'Li': 2.0, 'Ti': 16.0, 'O': 32.0}","('Li', 'O', 'Ti')",OTHERS,True
mp-1223957,"{'K': 4.0, 'Mg': 1.0, 'Cu': 3.0, 'F': 12.0}","('Cu', 'F', 'K', 'Mg')",OTHERS,True
mp-1186167,"{'Na': 1.0, 'Si': 1.0, 'O': 3.0}","('Na', 'O', 'Si')",OTHERS,True
mp-777800,"{'Fe': 4.0, 'O': 6.0, 'F': 2.0}","('F', 'Fe', 'O')",OTHERS,True
mp-1096592,"{'Hf': 2.0, 'Zn': 1.0, 'Fe': 1.0}","('Fe', 'Hf', 'Zn')",OTHERS,True
mp-795607,"{'V': 8.0, 'N': 16.0, 'O': 44.0}","('N', 'O', 'V')",OTHERS,True
mp-1204701,"{'Cd': 4.0, 'N': 8.0, 'O': 24.0}","('Cd', 'N', 'O')",OTHERS,True
mp-675199,"{'Na': 2.0, 'Pr': 2.0, 'S': 4.0}","('Na', 'Pr', 'S')",OTHERS,True
mp-552191,"{'O': 6.0, 'Ba': 2.0, 'Tb': 1.0, 'Bi': 1.0}","('Ba', 'Bi', 'O', 'Tb')",OTHERS,True
mp-615444,"{'Cr': 2.0, 'P': 2.0, 'C': 10.0, 'Br': 6.0, 'O': 10.0}","('Br', 'C', 'Cr', 'O', 'P')",OTHERS,True
mp-753155,"{'Fe': 8.0, 'O': 14.0, 'F': 2.0}","('F', 'Fe', 'O')",OTHERS,True
mp-1183521,"{'Ca': 12.0, 'Si': 4.0, 'O': 4.0}","('Ca', 'O', 'Si')",OTHERS,True
mp-754905,"{'Ni': 6.0, 'O': 2.0, 'F': 10.0}","('F', 'Ni', 'O')",OTHERS,True
mp-759157,"{'V': 6.0, 'O': 4.0, 'F': 12.0}","('F', 'O', 'V')",OTHERS,True
mp-674976,"{'Zr': 9.0, 'Sc': 1.0, 'O': 20.0}","('O', 'Sc', 'Zr')",OTHERS,True
mp-1030461,"{'Te': 4.0, 'Mo': 4.0, 'S': 4.0}","('Mo', 'S', 'Te')",OTHERS,True
mp-10533,"{'S': 8.0, 'Cu': 4.0, 'Y': 4.0}","('Cu', 'S', 'Y')",OTHERS,True
mp-640315,"{'Y': 2.0, 'Zn': 40.0, 'Ru': 4.0}","('Ru', 'Y', 'Zn')",OTHERS,True
mp-976378,"{'La': 6.0, 'Sn': 8.0}","('La', 'Sn')",OTHERS,True
mp-14652,"{'P': 6.0, 'Cs': 4.0}","('Cs', 'P')",OTHERS,True
mp-1019055,"{'Re': 2.0, 'N': 4.0}","('N', 'Re')",OTHERS,True
mp-1079174,"{'Pu': 4.0, 'Pd': 4.0}","('Pd', 'Pu')",OTHERS,True
Ag 70.0 Ti 16.0 Gd 14.0,"{'Ag': 70.0, 'Ti': 16.0, 'Gd': 14.0}","('Ag', 'Gd', 'Ti')",OTHERS,True
mp-764759,"{'Li': 6.0, 'Mn': 5.0, 'O': 12.0}","('Li', 'Mn', 'O')",OTHERS,True
mp-1208624,"{'Sr': 1.0, 'P': 4.0, 'N': 2.0, 'O': 12.0}","('N', 'O', 'P', 'Sr')",OTHERS,True
mp-1224902,"{'Gd': 2.0, 'Er': 2.0, 'Al': 12.0}","('Al', 'Er', 'Gd')",OTHERS,True
mp-1194897,"{'Na': 8.0, 'Lu': 4.0, 'C': 8.0, 'O': 24.0, 'F': 4.0}","('C', 'F', 'Lu', 'Na', 'O')",OTHERS,True
mp-1174322,"{'Li': 8.0, 'Mn': 6.0, 'O': 14.0}","('Li', 'Mn', 'O')",OTHERS,True
mp-1104360,"{'Er': 3.0, 'Ga': 8.0, 'Ir': 3.0}","('Er', 'Ga', 'Ir')",OTHERS,True
mp-1222773,"{'Li': 2.0, 'Fe': 1.0, 'P': 2.0, 'S': 6.0}","('Fe', 'Li', 'P', 'S')",OTHERS,True
mp-1209861,"{'Nd': 6.0, 'Hf': 2.0, 'Sb': 10.0}","('Hf', 'Nd', 'Sb')",OTHERS,True
mp-1218687,"{'Sr': 4.0, 'La': 1.0, 'Co': 5.0, 'O': 15.0}","('Co', 'La', 'O', 'Sr')",OTHERS,True
mp-1245701,"{'Fe': 2.0, 'Ge': 14.0, 'N': 20.0}","('Fe', 'Ge', 'N')",OTHERS,True
mp-981390,"{'Hg': 1.0, 'Bi': 3.0}","('Bi', 'Hg')",OTHERS,True
mp-1210236,"{'Nd': 2.0, 'Fe': 21.0, 'B': 6.0}","('B', 'Fe', 'Nd')",OTHERS,True
mp-17926,"{'Ni': 6.0, 'Zr': 6.0, 'Sb': 8.0}","('Ni', 'Sb', 'Zr')",OTHERS,True
mp-559476,"{'Dy': 4.0, 'I': 12.0, 'O': 36.0}","('Dy', 'I', 'O')",OTHERS,True
mp-768941,"{'Sr': 6.0, 'Te': 2.0, 'O': 12.0}","('O', 'Sr', 'Te')",OTHERS,True
mp-504908,"{'In': 6.0, 'Te': 3.0, 'O': 18.0}","('In', 'O', 'Te')",OTHERS,True
mp-1114094,"{'Rb': 2.0, 'In': 1.0, 'Ag': 1.0, 'F': 6.0}","('Ag', 'F', 'In', 'Rb')",OTHERS,True
mp-998911,"{'Tm': 2.0, 'Ge': 2.0}","('Ge', 'Tm')",OTHERS,True
mp-1076202,"{'Sr': 28.0, 'Ca': 4.0, 'Ti': 20.0, 'Mn': 12.0, 'O': 80.0}","('Ca', 'Mn', 'O', 'Sr', 'Ti')",OTHERS,True
mp-1213341,"{'Gd': 14.0, 'Br': 6.0, 'O': 36.0}","('Br', 'Gd', 'O')",OTHERS,True
mp-7131,"{'Te': 1.0, 'Pr': 1.0}","('Pr', 'Te')",OTHERS,True
mp-1185293,"{'Li': 1.0, 'Ac': 2.0, 'Tl': 1.0}","('Ac', 'Li', 'Tl')",OTHERS,True
mp-1201128,"{'Na': 4.0, 'Ni': 1.0, 'P': 6.0, 'O': 24.0}","('Na', 'Ni', 'O', 'P')",OTHERS,True
mp-1027492,"{'Mo': 4.0, 'Se': 4.0, 'S': 4.0}","('Mo', 'S', 'Se')",OTHERS,True
mp-17578,"{'Ge': 6.0, 'Yb': 4.0, 'Ir': 7.0}","('Ge', 'Ir', 'Yb')",OTHERS,True
mp-1217419,"{'Tc': 3.0, 'Mo': 1.0}","('Mo', 'Tc')",OTHERS,True
mvc-16583,"{'Mg': 2.0, 'Cr': 2.0, 'F': 8.0}","('Cr', 'F', 'Mg')",OTHERS,True
mp-557498,"{'Na': 4.0, 'Bi': 8.0, 'Au': 4.0, 'O': 20.0}","('Au', 'Bi', 'Na', 'O')",OTHERS,True
mp-1221047,"{'Na': 1.0, 'Er': 1.0, 'Mo': 2.0, 'O': 8.0}","('Er', 'Mo', 'Na', 'O')",OTHERS,True
mp-1228324,"{'Ba': 12.0, 'Na': 8.0, 'Sb': 16.0}","('Ba', 'Na', 'Sb')",OTHERS,True
mp-753321,"{'Li': 2.0, 'Fe': 2.0, 'P': 2.0, 'O': 8.0}","('Fe', 'Li', 'O', 'P')",OTHERS,True
mp-1093982,"{'Ti': 1.0, 'Cd': 1.0, 'Pd': 2.0}","('Cd', 'Pd', 'Ti')",OTHERS,True
mp-760983,"{'Li': 10.0, 'V': 5.0, 'Cr': 3.0, 'O': 16.0}","('Cr', 'Li', 'O', 'V')",OTHERS,True
mp-775157,"{'Li': 12.0, 'Mn': 2.0, 'V': 6.0, 'P': 12.0, 'O': 48.0}","('Li', 'Mn', 'O', 'P', 'V')",OTHERS,True
mp-9442,"{'Si': 6.0, 'Fe': 4.0, 'Dy': 6.0}","('Dy', 'Fe', 'Si')",OTHERS,True
mp-1203729,"{'Ba': 2.0, 'Cu': 1.0, 'C': 12.0, 'O': 18.0}","('Ba', 'C', 'Cu', 'O')",OTHERS,True
mp-1208576,"{'Ta': 4.0, 'Co': 4.0, 'As': 4.0}","('As', 'Co', 'Ta')",OTHERS,True
mp-849278,"{'Fe': 1.0, 'Ni': 3.0, 'Sn': 2.0, 'P': 6.0, 'O': 24.0}","('Fe', 'Ni', 'O', 'P', 'Sn')",OTHERS,True
mp-1199794,"{'Tm': 20.0, 'In': 40.0, 'Ni': 18.0}","('In', 'Ni', 'Tm')",OTHERS,True
mp-772660,"{'Nb': 4.0, 'Cr': 4.0, 'O': 16.0}","('Cr', 'Nb', 'O')",OTHERS,True
mp-752401,"{'Rb': 4.0, 'Zr': 2.0, 'O': 6.0}","('O', 'Rb', 'Zr')",OTHERS,True
mp-776544,"{'Li': 4.0, 'Fe': 8.0, 'O': 4.0, 'F': 20.0}","('F', 'Fe', 'Li', 'O')",OTHERS,True
mp-1221673,"{'Mn': 2.0, 'Cr': 2.0, 'P': 4.0}","('Cr', 'Mn', 'P')",OTHERS,True
mp-11201,"{'Sc': 6.0, 'Fe': 1.0, 'Sb': 2.0}","('Fe', 'Sb', 'Sc')",OTHERS,True
mp-1183066,"{'Ac': 2.0, 'Zn': 1.0, 'Au': 1.0}","('Ac', 'Au', 'Zn')",OTHERS,True
mp-763588,"{'Li': 2.0, 'Fe': 2.0, 'C': 4.0, 'O': 12.0}","('C', 'Fe', 'Li', 'O')",OTHERS,True
mp-27441,"{'O': 22.0, 'Se': 8.0, 'Au': 4.0}","('Au', 'O', 'Se')",OTHERS,True
mp-28085,"{'F': 28.0, 'K': 4.0, 'As': 8.0}","('As', 'F', 'K')",OTHERS,True
mp-1176394,"{'Na': 8.0, 'Mn': 4.0, 'P': 4.0, 'C': 4.0, 'O': 28.0}","('C', 'Mn', 'Na', 'O', 'P')",OTHERS,True
mp-4051,"{'O': 8.0, 'Al': 2.0, 'P': 2.0}","('Al', 'O', 'P')",OTHERS,True
mp-1099978,"{'La': 24.0, 'Sm': 8.0, 'Cr': 20.0, 'Fe': 12.0, 'O': 80.0}","('Cr', 'Fe', 'La', 'O', 'Sm')",OTHERS,True
mp-1210094,"{'Na': 1.0, 'As': 4.0, 'I': 1.0, 'O': 6.0}","('As', 'I', 'Na', 'O')",OTHERS,True
mp-1220949,"{'Na': 14.0, 'Fe': 8.0, 'P': 18.0, 'O': 64.0}","('Fe', 'Na', 'O', 'P')",OTHERS,True
mp-18162,"{'Li': 4.0, 'O': 8.0, 'Cu': 8.0}","('Cu', 'Li', 'O')",OTHERS,True
mp-759605,"{'Li': 4.0, 'Fe': 2.0, 'C': 4.0, 'O': 12.0}","('C', 'Fe', 'Li', 'O')",OTHERS,True
mp-1223118,"{'La': 4.0, 'Nb': 1.0, 'Co': 3.0, 'O': 12.0}","('Co', 'La', 'Nb', 'O')",OTHERS,True
mp-1196614,"{'Cs': 8.0, 'Tl': 4.0, 'Cl': 20.0, 'O': 4.0}","('Cl', 'Cs', 'O', 'Tl')",OTHERS,True
mp-758595,"{'Li': 8.0, 'Cr': 4.0, 'Si': 4.0, 'O': 16.0}","('Cr', 'Li', 'O', 'Si')",OTHERS,True
mp-1097274,"{'K': 2.0, 'Rb': 1.0, 'As': 1.0}","('As', 'K', 'Rb')",OTHERS,True
mp-1197565,"{'Ce': 2.0, 'Cd': 40.0, 'Pd': 4.0}","('Cd', 'Ce', 'Pd')",OTHERS,True
mp-1095993,"{'Zr': 1.0, 'In': 1.0, 'Ag': 2.0}","('Ag', 'In', 'Zr')",OTHERS,True
mp-1247445,"{'Mg': 2.0, 'In': 1.0, 'N': 2.0}","('In', 'Mg', 'N')",OTHERS,True
mvc-2250,"{'Y': 1.0, 'Cu': 3.0, 'Ni': 4.0, 'O': 12.0}","('Cu', 'Ni', 'O', 'Y')",OTHERS,True
mp-8850,"{'S': 12.0, 'Dy': 8.0}","('Dy', 'S')",OTHERS,True
mp-29136,"{'N': 10.0, 'Cu': 6.0, 'Sr': 12.0}","('Cu', 'N', 'Sr')",OTHERS,True
mp-1220559,"{'Nb': 4.0, 'H': 3.0, 'S': 8.0}","('H', 'Nb', 'S')",OTHERS,True
mp-681,"{'Zn': 4.0, 'Eu': 2.0}","('Eu', 'Zn')",OTHERS,True
mp-568036,"{'La': 8.0, 'Ga': 4.0, 'N': 12.0}","('Ga', 'La', 'N')",OTHERS,True
mp-1209055,"{'Sb': 1.0, 'Br': 6.0, 'N': 2.0}","('Br', 'N', 'Sb')",OTHERS,True
Ga 54.0 Co 30.0 Yb 16.0,"{'Ga': 54.0, 'Co': 30.0, 'Yb': 16.0}","('Co', 'Ga', 'Yb')",OTHERS,True
mp-867896,"{'Sc': 1.0, 'Zn': 1.0, 'Cu': 2.0}","('Cu', 'Sc', 'Zn')",OTHERS,True
mp-1196269,"{'In': 4.0, 'Re': 8.0, 'C': 36.0, 'O': 36.0}","('C', 'In', 'O', 'Re')",OTHERS,True
mp-1245099,"{'Co': 30.0, 'O': 60.0}","('Co', 'O')",OTHERS,True
mp-20491,"{'Cu': 2.0, 'In': 1.0, 'La': 1.0}","('Cu', 'In', 'La')",OTHERS,True
mp-1198754,"{'Zn': 4.0, 'Sn': 4.0, 'P': 56.0}","('P', 'Sn', 'Zn')",OTHERS,True
mp-1197223,"{'Na': 4.0, 'Zn': 1.0, 'P': 4.0, 'H': 16.0, 'C': 2.0, 'N': 2.0, 'O': 16.0}","('C', 'H', 'N', 'Na', 'O', 'P', 'Zn')",OTHERS,True
mp-38994,"{'Na': 1.0, 'Al': 1.0, 'Si': 4.0}","('Al', 'Na', 'Si')",OTHERS,True
mp-1037599,"{'K': 1.0, 'Mg': 30.0, 'Fe': 1.0, 'O': 32.0}","('Fe', 'K', 'Mg', 'O')",OTHERS,True
mp-25829,"{'Li': 2.0, 'Mn': 4.0, 'P': 6.0, 'O': 22.0}","('Li', 'Mn', 'O', 'P')",OTHERS,True
mp-1079449,"{'Nd': 2.0, 'Si': 4.0, 'Ir': 4.0}","('Ir', 'Nd', 'Si')",OTHERS,True
mp-1225580,"{'La': 1.0, 'Ce': 1.0, 'Cu': 4.0, 'Si': 4.0}","('Ce', 'Cu', 'La', 'Si')",OTHERS,True
mp-1182301,"{'Co': 12.0, 'B': 28.0, 'I': 4.0, 'O': 52.0}","('B', 'Co', 'I', 'O')",OTHERS,True
mp-1199982,"{'Rb': 8.0, 'U': 4.0, 'Se': 8.0, 'O': 48.0}","('O', 'Rb', 'Se', 'U')",OTHERS,True
mp-1027663,"{'Te': 4.0, 'Mo': 3.0, 'W': 1.0, 'Se': 4.0}","('Mo', 'Se', 'Te', 'W')",OTHERS,True
mp-19987,"{'Pa': 6.0, 'Sb': 8.0}","('Pa', 'Sb')",OTHERS,True
mp-626014,"{'H': 20.0, 'I': 4.0, 'O': 24.0}","('H', 'I', 'O')",OTHERS,True
mp-580354,"{'Ce': 6.0, 'Ni': 18.0}","('Ce', 'Ni')",OTHERS,True
mp-974395,"{'Pt': 3.0, 'Rh': 1.0}","('Pt', 'Rh')",OTHERS,True
mp-21320,"{'Ni': 3.0, 'Ga': 3.0, 'U': 3.0}","('Ga', 'Ni', 'U')",OTHERS,True
Ga 50.0 Ni 18.0 Gd 14.0 Pt 18.0,"{'Ga': 50.0, 'Ni': 18.0, 'Gd': 14.0, 'Pt': 18.0}","('Ga', 'Gd', 'Ni', 'Pt')",OTHERS,True
mp-941,"{'Ni': 30.0, 'As': 12.0}","('As', 'Ni')",OTHERS,True
mp-504457,"{'Ba': 2.0, 'Ti': 12.0, 'O': 26.0}","('Ba', 'O', 'Ti')",OTHERS,True
mp-19479,"{'O': 32.0, 'Na': 10.0, 'Mo': 8.0, 'La': 2.0}","('La', 'Mo', 'Na', 'O')",OTHERS,True
